,lextype,id,woi,senseid,context
6814,giant-a,800448,giant,530266,"Participating artists include Leonard Rosoman, Dennis Creffield, Len Tabner and John Ward; pictured here is Cliff Walkers near Portreath by Ray Atkins.  The Great Storm of October 1987 almost totally destroyed the eighty year old pinetum at Nymans Garden in Sussex. Two giant redwoods &dash. virtually the sole survivors &dash. now overlook the new pinetum planted in April this year."
6815,giant-a,800450,giant,530184,"This is important because one of the first `green"" products was the `environment-friendly"" disposable nappy.  Now, unwittingly, two giant nappy manufacturers are raising questions over all disposables."
6816,giant-a,800454,giant,530184,"A market three times the size of all the liberalising economies of Eastern Europe combined would suddenly be wide open.  The IMF, the World Bank and the GATT would swiftly face applications to admit a giant new member."
6817,giant-a,800457,giant,530184,"Toads release a milky white toxin from glands behind each eye to ward off predators.  In certain kinds of toad, especially the giant Marine variety, this fluid contains bufotenine, a hallucinogen also found in materials such as banana skins and Indemita muscarina, the crimson spotted mushroom, immortalised by Walt Disney in his film Fantasia."
6818,giant-a,800460,giant,530184,"This is about half an inch away from grand libel, and Dante probably had to be restrained from introducing a Mrs Clamp called Irina or Ileana.  Almost the whole film is set in the Tower: the script flicks a stream of gags at its robotic absurdity &dash. doors that hiss open with the words `Have a powerful day"" or `Mister, welcome to the MEN'S ROOM!"". To be honest, Clamp Tower suits Dante down to the ground: all those corridors, foyers, studios and dark objects of machinery &dash. it's like a giant movie-house, which is the only kind of terrain that he knows."
6819,giant-a,800463,giant,530184,"The operation was so successful that she was taken off a ventilator just 12 hours later.  Yesterday Kayleigh was given a giant hug by Europe's longest-surviving heart transplant patient, Mr Derrick Morris, who was there to celebrate a decade of the Harefield's pioneering work."
6820,giant-a,800464,giant,530184,"Yestertech strikes!  From smooth-curved radio-cassettes by Sharp and deco-flavoured furniture by the Italian avant-garde, Yestertech has naturally extended to architecture, particularly in America where the post-modern totems of Michael Graves and Robert Venturi have encouraged a rash of inferior imitations. The San Francisco skyline is now disrupted by a giant old-fashioned jukebox which is in fact a new Marriot hotel."
6821,giant-a,800466,giant,530184,"`And a kiss!"" said another &dash. but he wasn't joking &dash. `and then we put `em back in for next time.""  The giant record holder, weighing in at 51 1/2 lbs had been caught 10 times in 12 years before reaching its final, magnificent size. Many believe the lake holds The King, a giant fish which some have seen, but nobody has caught."
6822,giant-a,800470,giant,530184,"One of the venture investments which B &and. C is selling is its 39.4 per cent holding in Summit Group, the big ticket leasing and financial advisory group.  Mabubeni Corporation, the giant Japanese trading house, bought 10.6 per cent of B &and. C's holding for #10m yesterday and has an option over another 9.4 per cent."
6823,giant-a,800476,giant,530184,"Through the medium of surrealistic metal birds peering over the Berlin Wall and the sculpted extravagance of high heeled shoes, he pokes fun at politics, personal vanity, and the horrors of nuclear war.  The Why?s Man (Channel 4) took us through several years of George Wyllie's extraordinary career as storyteller, dramatist, jazz musician and creator of magic fantasies. His unmistakable signature is a giant question mark that appears at the centre of everything he creates, from his life-size straw engine to his giant paper boat."
6824,giant-a,800479,giant,530184,"By then Gromyko was the senior figure in the Politburo and his word must have helped to sway others such as Viktor Chebrikov, the then head of the KGB.  (It was claimed at the time that Gromyko described Gorbachev as a man `with a nice smile but iron teeth"", although there was no mention of this phrase in the published text of his remarks). Gorbachev soon made it clear he wanted a younger, less dominating figure as his foreign minister, and put Edward Shevardnadze in charge at the giant Stalinist wedding-cake building which dominates Smolensky Square in Moscow."
6825,giant-a,800483,giant,530184,"These were far more significant than any item projected in the development plans.  In Zambia and Uganda, similar unplanned leaps were carried out between 1968 and 1970, placing a large number of private businesses in the public sector. In Zambia the government took a controlling interest in twenty-six foreign-owned companies in 1968, and acquired a major stake in the two giant copper mining companies in 1969."
6826,giant-a,800484,giant,530184,"There has not, however, been an equivalent fall in the number of people working in very large enterprises.  We should not, therefore, infer that the giant multinational corporation is becoming less important and powerful as an institution."
6827,giant-a,800487,giant,530184,"But British officials said the intention had merely been to explain why Britain had entered reservations on the communique and to show that the UK had a positive policy towards South Africa.  IN AN astounding act of public diplomatic repentance, Eduard Shevardnadze, the Soviet Foreign Minister, yesterday admitted that a giant radar that his country has now agreed to pull down had been built in `open violation"" of the superpowers' Anti-Ballistic Missile Treaty of 1972."
6828,giant-a,800488,giant,530184,It looks simpler than marbles.  The blacks and reds propelled by the Hendrys and Parrotts whizz unerringly down as if they are painted ball bearings and the pockets have giant magnets in their jaws.
6829,giant-a,800491,giant,530184,"Empire's other two rivals are also now part of larger groups, although Grattan's merger with Next has not exactly left it laughing.  Freeman's, however, is now part of the giant Sears group."
6830,giant-a,800493,giant,530184,"Although broader in the range of their social backgrounds, they are somehow homogenized to a degree previously unthinkable.  The selection process is not unlike that for a giant multinational corporation, and those who win through have some similarities to corporate executives."
6831,giant-a,800494,giant,530184,"Judging by the long faces of most of Britain's travel agents and tour operators, it's likely that you are hanging onto your cash.  Which is why the industry's giant operators have already cut more than one million holidays for next summer, with more set to go."
6832,giant-a,800497,giant,530184,Farmers and developers from all over Britain are waiting to learn the fate of a picturesque section of the Evenlode Valley beside the village of Lyneham in West Oxfordshire.  In ten days time councillors are expected to decide whether 135 acres of land which has been in agricultural use since the time of the Iron Age should become a golf course with a giant hotel and club house complex.
6833,giant-a,800498,giant,530266,"It also presumably relates to the anecdote which stands rather obscurely as the work's epigraph.  (Bertrand Russell was heckled at a lecture by someone insisting that `The earth is a flat disc carried on the back of a giant tortoise."""
6834,giant-a,800500,giant,530184,"Cecilia Gemel, Mr Ona's sister, made a tearful plea to him on the local radio to attend.  At the ceremony, conducted in Pidgin English, Mr Namaliu, the Prime Minister, and Mrs Gemel stood in the steaming equatorial heat with one foot each on a giant pig, a traditional symbol of wealth, trussed to a bamboo frame."
6835,giant-a,800501,giant,530184,"`And a kiss!"" said another &dash. but he wasn't joking &dash. `and then we put `em back in for next time.""  The giant record holder, weighing in at 51 1/2 lbs had been caught 10 times in 12 years before reaching its final, magnificent size."
6836,giant-a,800503,giant,530266,"Justin Gerlach, of Wadham College, will be taking part in Oxford University's Silhouette Expedition to assess the conservation value of mist forest in the Seychelles.  Mike Lewis, of St Peter's College, will be studying the giant tortoise introduced to Curieuse ten years ago."
6837,giant-a,800505,giant,530184,"A grounded liner is too flattering, a nuclear power station is too dismissive.  Luckily, most people will see it only at night, unaware that its inspiration is a giant ceramic oven in which quick-bake opera will be served behind hygienic, white-tiled assembly areas."
6838,giant-a,800514,giant,530266,"Bhutan keeps the potential wave of foreign hippy settlers out with these culturally protective measures.  Many foreign residents of Nepal and India would have a field day living in such cheap and beautiful surroundings, where marijuana grows in drifts of feathery bright green along the road down to Mongar. There a more tropical temperature and humidity start to wrap their warm wet blanket around you, and structurally lighter-weight houses, orange blossom, sprays of giant bamboo and jewel-sparkling birds signal the different latitude."
6839,giant-a,800516,giant,530184,"`I'll help you,"" she said, gently, to coax him.  `I have just the thing,"" he said, and he ran to the house and came back with a giant canister of wasp repellent."
6840,giant-a,800518,giant,530184,"Sure enough, there is observational evidence of such clusters going back to the 11 000 nebular objects listed in J. L. E. Dreyer's New General Catalogue, in the 1890s, long before Hubble's discovery of their true nature.  A typical rich galactic cluster appears to have three major components: galaxies, and a giant central galaxy and an enormous halo of hot gas studded with additional stars."
6841,giant-a,800524,giant,530184,"`Oh by the way,"" says Spouse, `I stayed with Sally and Leonard last night.  I promised them we'd go up and see them next weekend."" How can I tell Spouse I already have date: to go with Tom to Rusbridge Save the Rainforests Day disguised as giant Brazil Nut Tree?"
6842,giant-a,800525,giant,530184,"Millions of Nosema club together to mass-produce juvenile hormone in the beetle larva's body, thereby eventing it from turning into an adult.  Instead it goes on growing, e ding up as a giant larva more than twice the weight of a normal adult."
6843,giant-a,800527,giant,530184,"THE traded-options market in London could be about to play Lithuania to the stock exchange's Russia.  A score of the City's biggest securities houses would like to tear the options market (LTOM) from the giant and bureaucratic International Stock Exchange (ISE), which many feel has smothered LTOM since its inception in 1978."
6844,giant-a,800528,giant,530184,"The settlement will not affect WPP profits.  DEUTSCHE BANK, the giant German banking group, will today make a move into the British fund management market, launching Deutsche Bank Capital Management (UK), an institutional fund manager."
6845,giant-a,800530,giant,530184,"The company already has three libel actions running against Lonrho's newspaper the Observer, which earlier this year printed a special midweek edition detailing the conclusions of the DTI report.  Troubled Australian financier Mr Alan Bond will today appear in the High Court, in the case launched by Lonrho, to discover which of his companies owns roughly 114million shares in the giant trading conglomerate."
6846,giant-a,800534,giant,530184,"FOR ONLY #12.99 A MONTH  The Ferguson 68K4 is a `giant screen"" Colour Television."
6847,giant-a,800537,giant,530184,"In addition to the work on the new supply, the hassocks now in use need re-hanging.  One volunteer has embarked on his task, but obviously additional neat plain sewers are needed. Giant crane A giant crane from the industrial estate in Sandy Lane, Yarnton, broke down at the site's entrance at peak travel time on a recent Friday afternoon."
6848,giant-a,800538,giant,530369,"ALBERTO TOMBA broke his collarbone in the men's World Cup Alpine skiing super-giant slalom in Val D'Isere, France, yesterday; and will be out of action for three weeks.  The Italian slalom and giant slalom Olympic champion fell halfway down the artificial snow course, and was immediately taken to hospital."
6849,giant-a,800540,giant,530184,"He sounded as though he disapproved of exotic plant feeds and the new variety of vegetative showmanship.  Unfortunately, there were no giant bean stalks on show yesterday."
6850,giant-a,800545,giant,530184,"But this was late on, by which time the show had already gone up in smoke several times over.  At the start, purple steam billowed round from behind what appeared to be a giant bathroom curtain."
6851,giant-a,800554,giant,530184,"The Cats were down to their last few lives, their fur was unkempt, they no longer landed on their feet; not so much cats as moggies.  I walked around the giant entertainment centre which, it is said, can accommodate 10,000 people without seeming crowded."
6852,giant-a,800557,giant,530184,"It's clear even from this brief review that our knowledge of the other  planets is still slim.  Of the nine planets, only the four nearest the sun,  Mercury, Venus, Earth and Mars are possible candidates as sites for  volcanic activity. The low-density, `giant"" planets, Jupiter, Saturn, Uranus and Neptune are  non-starters, since their internal structures are unlikely to be capable of  sustaining the same kind of internal processes that give rise to volcanic  activity on Earth."
6853,giant-a,800560,giant,530184,The Skylon was made into ashtrays.  The other structures were dispersed to linger only in the imagination of designers; in its place Conservative freedom provided London with the first of the giant company headquarters built in the style of Orwell's Ministry of Truth &dash. the Shell building (1958).
6854,giant-a,800565,giant,530184,"Many aerosols are now atmosphere friendly, but refrigerators are still using damaging chemicals.  There's a certain poetry for the couple in using a giant refrigerator to boost their adopted cause."
6855,giant-a,800568,giant,530184,"The abuse and vilification poured on him by the Salvadorean `oligarchy"", the armed forces and supporters of the current government were an attempt to portray him as a gun-toting, bomb-throwing terrorist.  A giant hoarding placed at the main entrance to the University served to remind him and all visitors that UCA, and especially its Vice-Chancellor, was regarded by the government as little more than the intellectual base of the FMLN liberation movement."
6856,giant-a,800570,giant,530184,"The man with the missing piece of jigsaw had been as good as his word and her story was complete.  And the crime writer had kindled fascinating speculation about Wilson and about Gower and about whether there was a link. Back at the office she found Rosie ministering to the giant sweetheart plant on her desk, a `small appreciation"" of a reader's gratitude that had grown into an enormous liability."
6857,giant-a,800574,giant,530184,"We shall hear more about this worldwide problem, despite attempts to suppress it.  However, I plead guilty in one respect because when Japan's Shinjiro Kuwabra, manger of SC Properties asked me what I thought about Japan's giant Cosmo World buying the four courses in the Pebble Beach area, I nearly forgot myself."
6858,giant-a,800576,giant,530184,"Frequently these are the same.  The motor for this has been what might be called the entrepreneurial explosion over the last decade, which has sharpened the difference in rewards paid to owners as opposed to managers. People who own quite small businesses have become far better rewarded (when they sell them) than managers of giant corporations."
6859,giant-a,800577,giant,530184,"The type of milk used and additives to the natural ingredients will all affect the finished cheese, as will the actual process of making the cheese.  Factory-made cheeses are manufactured in huge quantities and each process is mechanised. The stirring is automatic, the cutting is done by machine and the milling is done by a machine working on the principle of a giant food processor."
6860,giant-a,800578,giant,530184,"He has done just that and perhaps a little bit more.  An unlikely lecturer at the Prince's school, for example, is John Taylor of Chapman Taylor Partners, the big commercial practice currently designing a giant Post-Modern Classical shopping mall to replace the outmoded Bull Ring centre in Birmingham."
6861,giant-a,800580,giant,530267,"Furuseth, runner-up in both the races which opened the 1990 season three months ago in Australia, leads the overall World Cup with 65 points from three races.  Second-run casualties were the holder of the overall World Cup, Luxembourg's Marc Girardelli, who lost his edge in a turn and slid off the course, and Italy's Alberto Tomba, the 1988 Winter Olympic double gold medalist, who fell. A women's giant slalom is scheduled for today."
6862,giant-a,800581,giant,530184,"`This long, witless, overproduced comedy has grossed dollars 110 million to date.  It runs out of comic ideas after half an hour and runs into a giant wall of special FX and hand-me-down sci-fi."""
6863,giant-a,800582,Giant,530184,"Onions are a very easy crop to grow, especially if you grow them from sets.  An onion set is a small onion which can be bought at garden centres or ordered from seed catalogues. Good sets are Super Ailsa Craig, Giant Fen Globe, or for larger onions, choose Showmaster."
6864,giant-a,800583,giant,530184,"Of his own company's prolific output, Olins is happiest with the corporate identity programme designed for the Prudential Corporation.  This giant and fragmented finance house was only identified in the public mind by the `Man from the Pru""."
6865,giant-a,800584,giant,530184,"It is twice as abundant as lead or tin.  Australia, South Africa, India and the US have vast deposits of zircon and zirconium oxide sands. More than 600,000 tons of the sand are mined each year to be used as heat-resistant linings for furnaces and giant ladles for molten metal."
6866,giant-a,800585,giant,530184,"In a stream nearby, two stones from the cairn circles still stood upright.  Over a hedge I could see a large stone sitting in the middle of the field, basking in the sun like a great toad. I took some photographs; then, tired and happy, lay on the mound and watched some large, white clouds with grey bellies drift like giant manta rays through the swirling air."
6867,giant-a,800586,giant,530184,"But musically they scorch the ears with vocal presence: Anderson's exacting coloratura, under par but still good, Gedda's Helden-like projection, Ludwig's solid tonal strength.  Jerry Hadley's Mozartian beauty in the title role, scarred by the `flu infection which half the cast seemed to be battling against, but charmingly wide-eyed and innocent, and the dark elegance of Kurt Ollman's Maximilian were no mean achievements either. As for Bernstein, conducting the LSO and Chorus, it was a model of the power of one giant personality to galvanise his players and lift the performance off the scale of rational measurement."
6868,giant-a,800589,giant,530184,From the moment of arrival you know the Evesham Hotel is no ordinary place.  In the hall stands a giant gorilla dressed as though for a drag act.
6869,giant-a,800595,giant,530184,"These accidents are mainly due to cuts caused by tins, children or pensioners falling over, accidental poisonings or burns and scalds from hot liquids, electrical appliances and chip pans.  As a response to these accidents, Oxford City Council is staging a Kitchen Safety Week to highlight the dangers and to advise people to take precautions. The week, from Sunday until Saturday July 28, will feature a giant kitchen to show a child's eye view of the dangers."
6870,giant-a,800599,giant,530184,"Even so, the work of those traditionalist architects who wanted to give a more truthful expression to the steel frame is possibly of more relevance today.  There was the Beaux-Arts trained Glaswegian Sir John Burnet, who with Thomas Tait designed Adelaide House next to London Bridge with its crowning Egyptian cornice above a tight, vertical rhythm of stretched pilasters, never forgetting that a humane building needs interest at pedestrian level. This theme was developed by Leo Sylvester Sullivan in his subtly curved Lime Street facade, whose giant pilasters unexpectedly dissolve into Grecian palmettes."
6871,giant-a,800600,giant,530184,"Soon it will also be the site of a #300m car factory.  Under a giant makeshift marquee, Tadashi Kume, the president of Honda, promised that the Japanese company would become a `good citizen of Europe"" buying 80 per cent of components for its Swindon-built cars from European suppliers."
6872,giant-a,800605,giant,530184,"In the meantime, they would take Mary off the computer for ever.  But if they are so aghast at the idea of children receiving smokers' messages from then, perhaps they &dash. and the rest of the industry &dash. might also like to consider on March 14, this year's National No-Smoking Day, pledging to stop making newsagents' shops look like giant cigarette packets, to stop sponsoring top sports on television and to stop paying leading sports personalities to advertise their wares."
6873,giant-a,800606,giant,530184,"Explain this in the light of the fact that adults treat each other with suspicion, contempt, servility, violence, vengefulness, etc.  Knowing, as we do, how important it is to give young people a proper diet, why do British restaurants sport a separate `children's menu"" which is limited entirely to fish fingers, burgers, giant sausages and chips?"
6874,giant-a,800607,giant,530184,"None the less, our descendants will surely blame us for the haphazard way in which river management often treats the remnants of our ancestors.  I will not forget in a hurry the winter day in 1985 when I walked alongside a Shropshire river which had been dredged without proper thought for the environment, and downstream of which a very ancient canoe had previously been salvaged, rather by luck than by judgement. As we stumbled over a giant log crumbling in the frost, the engineer made the immortal remark: `Not another bloody Iron Age boat!"""
6875,giant-a,800610,Giant,530184,"We don't laugh at toy guns any more, but cucumbers are still funny.  If Scotland Yard formed a Serious Vegetable Squad &ellip. if Conan Doyle had written The Sprout of the Baskervilles or The Giant Radish of Sumatra &ellip. if people hit each other on the head with bags of brown sugar instead of sacks of wet sand &dash. well, it would only lower the tone of violence and make it seem frivolous."
6876,giant-a,800613,giant,530184,"All companies were dismissive of the value of using professional translation agencies and sought to be self-sufficient (either within own plant or through their international network).  Ensuing discussion at the conference raised several key issues about the development and direction of the research project. Firstly, it was not entirely unexpected that giant multinational German companies would be committed to providing a comprehensive language training service."
6877,giant-a,800617,giant,530184,"We won't know till next week &dash. at which point, it will be obvious to everyone.""  OVER the last few days the Panel on Takeovers and Mergers, responsible for ensuring fair play during takeover bids, has been lobbied by parties representing the giant Australian Mutual Provident and others representing the Pearl, the UK-based life insurance group."
6878,giant-a,800619,giant,530184,"The quarry has been here 200 years and is part of the landscape, rather than a blot on it.""  Certainly the galleries where the slate is blasted, which go down 1,500ft in giant steps, have a dramatic quality of their own."
6879,giant-a,800621,giant,530184,"These pre-emption rights refer to two joint ventures between Douglas and BPSA.  The first is on the giant Middelberg Mine, one of the largest coal mines in South Africa, in which BPSA has an 88.5 per cent holding but which is managed by Douglas."
6880,giant-a,800623,giant,530184,"Although the tunnel lacks much neutral gas, he says, it may contain some ionised gas.  The tunnel lies in the disc of the Milky Way. Imagine the Sun at the centre of a giant clock, with 6 o'clock as the direction of the Galactic centre."
6881,giant-a,800624,giant,530184,"Armstrong, by nature taciturn, was the first man to set foot on the moon.  He felt he ought to say something memorable, and meant to say, as his foot touched the dusty lunar soil `That's one small step for a man, one giant leap for mankind,"" and was apparently surprised back on earth to find that he had left out the indefinite article."
6882,giant-a,800628,giant,530184,"At first, Milton Keynes seems to consist of roads, roundabouts and trees, especially trees.  Young forests line every major road, hiding the little brick houses with pitched roofs that huddle in the spaces formed by a giant tarmac grid."
6883,giant-a,800630,giant,530184,"Mr Craven argues that an active European mergers and acquisitions policy cannot be part of a company that is an active manager of industrial businesses, as Suez is.  Deutsche might own giant stakes in large sectors of German industry, but Mr Craven says it is a passive investor, so that is alright."
6884,giant-a,800632,giant,530184,"Music is more complicated because electronic sound travels faster than natural sound, so people hear the `real"" band a fraction of a second after they've heard its electronic reproduction.  Music, therefore, should always come from a single source, not a single loudspeaker but a group of speakers close enough together for the natural sound to leave the platform at the same time as the electronic sound. Think of rock concerts where they have those banks of giant speakers grouped together on the stage."
6885,giant-a,800634,giant,530184,"The devastation was most acute in the Marina area of San Francisco and at I-880 in Oakland.  As giant nibbling machines began to prise apart the concrete tiers on I-880 yesterday, politicians looked around for someone to blame."
6886,giant-a,800636,giant,530184,"Swiftly, she found an empty plastic bag and tossed the garments into it, followed by the vibrator.  `I shall scream the minute we get outside,"" Auriol announced as Sheldon, picking up the sheet with disdainful fingertips, and wrapped her tightly so she resembled a giant maggot."
6887,giant-a,800637,giant,530184,"Americans can get very worked up about endangered species, as anyone who has been following the recent battle to save the nocturnal spotted owl would know.  Conservationists have been fighting the timber companies in Oregon and Washington state because of the indiscriminate harvesting of giant Douglass firs and Ponderosa pines that provide good breeding grounds for the owls."
6888,giant-a,800643,giant,530184,"The leveraged buyout boom is one example.  When profit was supreme and gearing meant something to bankers it would not have been possible. But now cash is king, bankers are happy to lend billions of dollars (since this is primarily a US phenomenon) for financial whizz-kids like KKR to buy some giant company like RJR Nabisco."
6889,giant-a,800646,giant,530184,"Who is the subject of this erotic fantasm?  Evidently Vale&acute.ry himself, the captivated viewer of the film of giant medusas, but also, by extension, Mallarme&acute., the truth of whose dictum about ballerinas not being women and not dancing Vale&acute.ry is documenting."
6890,giant-a,800648,giant,530184,"Macy's creditworthiness has taken another knock.  American Credit Indemnity, a receivables insurer, is reviewing the terms under which it will allow clients to do business with the giant retailer."
6891,giant-a,800649,giant,530184,"The grim message was compounded by suggestions that De La Rue may have to return as much as #30m of the proceeds from the sale of its troubled Crosfield electronics subsidiary because of mounting losses at the company.  De La Rue was paid #235m for Crosfield by Du Pont, the giant US chemicals group, and Fuji of Japan, and was expected to reap #50m on the deal after repaying borrowings."
6892,giant-a,800652,giant,530184,"About four cubic kilometres of ash were  ejected, falling out over an area of 57,000 square kilometres.  After the eruption, it was found that almost the whole of one side of  the cone had disappeared, and it looked as if a giant bite had been  taken out of it."
6893,giant-a,800656,giant,530184,Fears of air and water pollution have delayed plans to build a a Coca Cola factory in Banbury.  Cherwell District Council supported the giant soft drinks firm building a plant on a 78-acre site alongside Alcan's Southam Road if the pollution problems are solved.
6894,giant-a,800657,giant,530184,"North Oxfordshire's MP Mr Tony Baldry has already said he supports the move for more lighting.  Pilots used to take their bearings from the giant chimney of the cement works, then the most modern of its time."
6895,giant-a,800659,giant,530184,Factories rose out of crops that extended to their walls.  Nets like giant bats loomed over every waterway and even the woods had ploughed furrows between their trees.
6896,giant-a,800660,giant,530184,"And let's face it, it's hardly been a lightning turnaround.  Guha surely had it right when he likened Littlewoods to a giant tanker that takes ages to change direction."
6897,giant-a,800661,giant,530184,"Altogether 151 different retailers out of 372 identified in the survey returned completed questionnaires and their comments are particularly revealing.  When asked the question: `Where do you consider the main threat or competition to your business comes from?"" the majority of shopkeepers stated the poor support shown by local people to be more worrying than the competition afforded by the giant superstores of nearby towns."
6898,giant-a,800666,giant,530184,"David Leslie, new to Scotland's panel, takes charge of England's game with Wales at Twickenham on 17 February.  Not surprisingly, Le Corbu sier, the celebrated French architect, did not elect to reside in monstrosities of reinforced concrete, though he was quite happy to pepper the outskirts of Marseilles with giant lavvy blocks."
6899,giant-a,800668,giant,530184,"GARY Stretch, the 24-year old British light middleweight boxing champion from St Helens, bids to earn a Lonsdale belt outright when he defends against Ensly Bingham of Manchester, probably in September.  THE Prudential has closed six of its seven estate agency branches in Oxfordshire as part of massive nationwide cuts by the giant insurance and financial services group."
6900,giant-a,800670,giant,530184,"Fees from corporate finance were ahead of the golden days of 1985/86.  The mergers and acquisitions team no longer advised on so many giant, high-profile deals, but they were nevertheless picking up plenty of smaller business."
6901,giant-a,800673,giant,530184,"It may be that some species were already well-adapted to the conditions that arose, or that some were quick enough to adapt to the longer-term disturbances.  It seems likely that different conditions applied in different places: America may have had much more than its fair share of the early problems, like giant waves and winds of 500km an hour."
6902,giant-a,800676,giant,530184,"This, coupled with its comparative rarity in the Western world, has lead some of the more cynical amongst physicians to doubt its very existence, and to suggest that it is really a collection of ulcerative genital conditions including herpes and trauma.  The enormous variety in the clinical descriptions of the primary sores, from `dwarf"" to `giant"", `transient"" to `phagedenic"" (destructive of tissue), and follicular"" to `papular"" might be taken as lending a little indirect support for this heresy."
6903,giant-a,800678,giant,530267,"Thomas probably needs to outshine Steve McMahon again tomorrow to get his chance against Yugoslavia on 13 December.  NATHALIE BOUVIER, of France, claimed her first World Cup victory in the giant slalom in Park City, Utah."
6904,giant-a,800679,giant,530184,"Planning inquiries were held about the bridge and the airport earlier in the decade.  The bridge was designed as a suspension bridge with giant twin towers, and was intended to be a dramatic gateway to the Docklands."
6905,giant-a,800680,giant,530184,"Otherwise, it's military details (all commentators tell you the names of the horses) and in this case, details of the Queen Mother's good causes.  The girl guides, dachshunds, Queen Mary's Clothing Guild, a 12ft-long Doc Marten's boot, Cheviot sheep, a lot of regiments, a giant snapdragon, various ambulance services, the National Trust and distressed gentlefolk `sitting on an open lorry with huge silver balloons"" all got a mention."
6906,giant-a,800681,giant,530184,"Where these conditions are still absent, mergers have not taken place and large volumes of transactions have taken place through the market place.  An obvious example is the lack of vertical integration in food manufacture and distribution, where the few giant supermarket chains in Britain, and the USA, have not integrated backwards into manufacture, despite the huge volume of transactions each conducts with the suppliers."
6907,giant-a,800682,giant,530184,"The rest of them squeezed into the pub; the patrons of the Queen's Arms were enjoying the public holiday with the utmost exuberance.  People sat with bright sentimental smiles, crowned with paper hats, festoons of red-white-and-blue streamers around their necks, downing drinks with the characteristic urgency of British merrymakers when temporarily freed from the licensing laws. It was hot in the bar, despite the sulkiness of the weather outside, and a dense haze of cigarette smoke blurred the giant video screen hired for the great occasion."
6908,giant-a,800683,giant,530184,"The fourth time, he is assumed to be ready for the penis to be diverted into the leather vagina, whereupon the semen is collected.  Then he is returned to his stall, and the next great beast is trundled out by his nose. There are two other kinds of exercise they get: the first is round and round on a metal treadmill which looks like a giant circular clothes-line; the second, in summer months, is in a field &dash. tethered to a metal pole."
6909,giant-a,800685,giant,530184,"I hand our saucepans and tickets through a hatch and shout `Cinq!"" into the cavernous kitchen, manned by ten Brueghel-fat women.  The giant pots rest on wheel-rims glowing with charcoal."
6910,giant-a,800690,giant,530184,"In medieval times, the churches would have had a very different atmosphere.  Then, they were like giant picture books &dash. illuminated manuscripts of painted plaster designed for the edification of the masses &dash. that aimed to inspire maximum fear and obedience."
6911,giant-a,800694,giant,530184,"Closing date is Friday, April 6.  We did say the giant Easter egg was one of the world's most exclusive."
6912,giant-a,800695,giant,530184,We had a nice swim for half an hour or so.  As I climbed out I felt something tickling my toes. I looked down and saw a giant freshwater prawn almost a foot long.
6913,giant-a,800696,giant,530184,"This organisation was formed in 1980 by a pianist/composer and an ex-jazz drummer turned Grand Metropolitan executive, and lists the likes of Michael Caine, Trevor Huddleston, Moira Stewart and Sir Brian Rix on its advisory board.  Now the dust is settling, LJR has to turn its attention from ferocious lobbying to learning how to run a British commercial jazz station 24 hours a day. That Britain now has a jazz channel at all, even if it is restricted to the metropolis, is a giant step for what the music's supporters believe to have been the most under-represented sub culture in the land."
6914,giant-a,800697,giant,530184,"He has already pioneered photo-collages, using multiple pictures of the same scene, and art using photocopiers.  In the same manner the giant fax will comprise 144 separate pictures, created through a series of copying processes and which fit like a jigsaw."
6915,giant-a,800698,giant,530184,"A similar crisis assailed the late `Big Chick"" Huntsberry, Prince's legendary minder at the time of Purple Rain.  For a time the giant Huntsberry, a former doorstep evangelist, had been part of the kitsch Prince circus, accompanying him to the podium at award shows, despatching the paparazzi to the pavingstones with single swings of his enormous fists. But Huntsberry found that stunts such as his master's use of a giant bed as a stage prop disrupted his peace of mind."
6916,giant-a,800699,giant,530184,"I was sort of Pete's (Pete Townshend's) plaything and we'd go out clubbing afterwards, invent all these dances, the most painful one was the `Bite-your-ankle"".'  Ostensibly he was the band's compere. As a warm-up man he used to tell a couple of jokes dressed in a pair of giant green Mr Toad boots."
6917,giant-a,800700,giant,530184,"According to Okahata and his colleagues, the lipid-coated quartz crystal microbalance is both physically stable and reusable.  `It will provide a new sensor system to determine the intensity of odorants and perfumes,"" they say. SCIENTISTS in the US are planning to turn a cubic kilometre of the Antarctic ice sheet into a giant `neutrino telescope""."
6918,giant-a,800707,GIANT,530184,"`No, I'm over the moon, mate,"" he replied, teeth clenched.  GIANT steps are what you take walking on the moon, we were reminded last week, 20 years on."
6919,giant-a,800713,giant,530184,"I just sort of implied it was a heavy date, you know.""  Her beautiful mouth twitched with excitement; sitting cross-legged on the floor in her underwear, Harley looked like a giant brown grasshopper."
6920,giant-a,800714,giant,530184,"These details are essential, I believe, as the new arrivals, one a stockbroker who had lived in her ground-floor flat four houses down for six years, and the other a studio flat with private garden on the far side of the communal expanse, in Rudyard Crescent, were witnesses to subsequent events.  Robina remembers that the stockbroker, Monica Purves, lit up a cigar and pulled one of the giant brass ashtrays Tilda has to keep polished close to her on the coffee table between them."
6921,giant-a,800715,giant,530184,"The journey was meant to last three hours, but the train always left at least an hour late.  We knew it would be late but we still hurried through the waking village, across the fields, past the hospital and along the railway track to Raxaul station. One morning, after heavy rain, the field by the hospital was full of giant yellow frogs; no-one paid them any attention."
